Image,Feature,Landmark,X Coordinate,Y Coordinate
FacialLandmarking/original_images\michelle_yeoh.jpeg,jawline,Landmark 8,739,625
FacialLandmarking/original_images\michelle_yeoh.jpeg,jawline,Landmark 9,779,633
FacialLandmarking/original_images\michelle_yeoh.jpeg,jawline,Landmark 10,820,622
FacialLandmarking/original_images\michelle_yeoh.jpeg,jawline,Landmark 11,859,596
FacialLandmarking/original_images\michelle_yeoh.jpeg,jawline,Landmark 12,894,565
FacialLandmarking/original_images\michelle_yeoh.jpeg,jawline,Landmark 13,920,527
FacialLandmarking/original_images\michelle_yeoh.jpeg,jawline,Landmark 14,934,481
FacialLandmarking/original_images\michelle_yeoh.jpeg,jawline,Landmark 15,942,434
FacialLandmarking/original_images\michelle_yeoh.jpeg,jawline,Landmark 16,950,386
FacialLandmarking/original_images\michelle_yeoh.jpeg,jawline,Landmark 17,954,338
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyebrows,Landmark 1,632,323
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyebrows,Landmark 2,649,301
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyebrows,Landmark 3,676,296
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyebrows,Landmark 4,703,300
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyebrows,Landmark 5,727,311
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyebrows,Landmark 6,791,303
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyebrows,Landmark 7,820,284
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyebrows,Landmark 8,853,275
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyebrows,Landmark 9,887,280
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyebrows,Landmark 10,912,301
FacialLandmarking/original_images\michelle_yeoh.jpeg,nose,Landmark 1,761,347
FacialLandmarking/original_images\michelle_yeoh.jpeg,nose,Landmark 2,760,381
FacialLandmarking/original_images\michelle_yeoh.jpeg,nose,Landmark 3,760,415
FacialLandmarking/original_images\michelle_yeoh.jpeg,nose,Landmark 4,759,449
FacialLandmarking/original_images\michelle_yeoh.jpeg,nose,Landmark 5,730,466
FacialLandmarking/original_images\michelle_yeoh.jpeg,nose,Landmark 6,747,471
FacialLandmarking/original_images\michelle_yeoh.jpeg,nose,Landmark 7,764,474
FacialLandmarking/original_images\michelle_yeoh.jpeg,nose,Landmark 8,784,467
FacialLandmarking/original_images\michelle_yeoh.jpeg,nose,Landmark 9,803,460
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyes,Landmark 1,663,359
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyes,Landmark 2,682,348
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyes,Landmark 3,703,348
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyes,Landmark 4,721,364
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyes,Landmark 5,702,365
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyes,Landmark 6,681,366
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyes,Landmark 7,812,355
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyes,Landmark 8,831,336
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyes,Landmark 9,852,332
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyes,Landmark 10,871,342
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyes,Landmark 11,856,351
FacialLandmarking/original_images\michelle_yeoh.jpeg,eyes,Landmark 12,835,354
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 1,709,517
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 2,731,512
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 3,752,507
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 4,770,510
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 5,788,503
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 6,816,504
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 7,849,503
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 8,820,531
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 9,794,546
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 10,774,551
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 11,755,550
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 12,733,541
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 13,719,520
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 14,753,525
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 15,771,525
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 16,790,521
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 17,839,508
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 18,792,523
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 19,772,528
FacialLandmarking/original_images\michelle_yeoh.jpeg,lips,Landmark 20,754,527
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 1,82,244
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 2,78,279
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 3,76,315
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 4,76,352
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 5,85,387
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 6,104,419
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 7,131,446
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 8,163,466
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 9,199,476
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 10,233,472
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 11,265,455
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 12,293,432
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 13,314,406
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 14,329,377
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 15,339,346
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 16,344,315
FacialLandmarking/original_images\queen_latifah.jpeg,jawline,Landmark 17,348,284
FacialLandmarking/original_images\queen_latifah.jpeg,eyebrows,Landmark 1,114,222
FacialLandmarking/original_images\queen_latifah.jpeg,eyebrows,Landmark 2,136,211
FacialLandmarking/original_images\queen_latifah.jpeg,eyebrows,Landmark 3,161,213
FacialLandmarking/original_images\queen_latifah.jpeg,eyebrows,Landmark 4,184,222
FacialLandmarking/original_images\queen_latifah.jpeg,eyebrows,Landmark 5,206,235
FacialLandmarking/original_images\queen_latifah.jpeg,eyebrows,Landmark 6,255,240
FacialLandmarking/original_images\queen_latifah.jpeg,eyebrows,Landmark 7,278,233
FacialLandmarking/original_images\queen_latifah.jpeg,eyebrows,Landmark 8,301,230
FacialLandmarking/original_images\queen_latifah.jpeg,eyebrows,Landmark 9,322,234
FacialLandmarking/original_images\queen_latifah.jpeg,eyebrows,Landmark 10,338,249
FacialLandmarking/original_images\queen_latifah.jpeg,nose,Landmark 1,229,260
FacialLandmarking/original_images\queen_latifah.jpeg,nose,Landmark 2,227,281
FacialLandmarking/original_images\queen_latifah.jpeg,nose,Landmark 3,226,301
FacialLandmarking/original_images\queen_latifah.jpeg,nose,Landmark 4,224,323
FacialLandmarking/original_images\queen_latifah.jpeg,nose,Landmark 5,190,338
FacialLandmarking/original_images\queen_latifah.jpeg,nose,Landmark 6,204,342
FacialLandmarking/original_images\queen_latifah.jpeg,nose,Landmark 7,219,347
FacialLandmarking/original_images\queen_latifah.jpeg,nose,Landmark 8,233,346
FacialLandmarking/original_images\queen_latifah.jpeg,nose,Landmark 9,247,346
FacialLandmarking/original_images\queen_latifah.jpeg,eyes,Landmark 1,139,253
FacialLandmarking/original_images\queen_latifah.jpeg,eyes,Landmark 2,156,249
FacialLandmarking/original_images\queen_latifah.jpeg,eyes,Landmark 3,173,252
FacialLandmarking/original_images\queen_latifah.jpeg,eyes,Landmark 4,187,264
FacialLandmarking/original_images\queen_latifah.jpeg,eyes,Landmark 5,170,263
FacialLandmarking/original_images\queen_latifah.jpeg,eyes,Landmark 6,153,261
FacialLandmarking/original_images\queen_latifah.jpeg,eyes,Landmark 7,264,273
FacialLandmarking/original_images\queen_latifah.jpeg,eyes,Landmark 8,281,265
FacialLandmarking/original_images\queen_latifah.jpeg,eyes,Landmark 9,297,267
FacialLandmarking/original_images\queen_latifah.jpeg,eyes,Landmark 10,311,276
FacialLandmarking/original_images\queen_latifah.jpeg,eyes,Landmark 11,296,279
FacialLandmarking/original_images\queen_latifah.jpeg,eyes,Landmark 12,280,277
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 1,146,370
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 2,175,368
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 3,200,367
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 4,215,372
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 5,232,371
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 6,252,377
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 7,273,383
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 8,248,407
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 9,226,416
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 10,208,416
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 11,191,412
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 12,167,398
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 13,155,374
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 14,197,379
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 15,213,382
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 16,230,383
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 17,263,385
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 18,228,396
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 19,211,397
FacialLandmarking/original_images\queen_latifah.jpeg,lips,Landmark 20,194,393
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 1,289,194
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 2,291,217
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 3,296,241
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 4,302,264
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 5,310,288
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 6,324,308
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 7,343,325
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 8,363,340
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 9,384,344
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 10,407,340
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 11,429,326
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 12,448,310
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 13,464,290
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 14,473,266
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 15,478,241
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 16,481,215
FacialLandmarking/original_images\Taylor Swift.jpeg,jawline,Landmark 17,481,190
FacialLandmarking/original_images\Taylor Swift.jpeg,eyebrows,Landmark 1,296,176
FacialLandmarking/original_images\Taylor Swift.jpeg,eyebrows,Landmark 2,307,168
FacialLandmarking/original_images\Taylor Swift.jpeg,eyebrows,Landmark 3,323,167
FacialLandmarking/original_images\Taylor Swift.jpeg,eyebrows,Landmark 4,338,171
FacialLandmarking/original_images\Taylor Swift.jpeg,eyebrows,Landmark 5,353,176
FacialLandmarking/original_images\Taylor Swift.jpeg,eyebrows,Landmark 6,389,173
FacialLandmarking/original_images\Taylor Swift.jpeg,eyebrows,Landmark 7,407,168
FacialLandmarking/original_images\Taylor Swift.jpeg,eyebrows,Landmark 8,425,167
FacialLandmarking/original_images\Taylor Swift.jpeg,eyebrows,Landmark 9,444,168
FacialLandmarking/original_images\Taylor Swift.jpeg,eyebrows,Landmark 10,461,175
FacialLandmarking/original_images\Taylor Swift.jpeg,nose,Landmark 1,374,192
FacialLandmarking/original_images\Taylor Swift.jpeg,nose,Landmark 2,374,209
FacialLandmarking/original_images\Taylor Swift.jpeg,nose,Landmark 3,374,227
FacialLandmarking/original_images\Taylor Swift.jpeg,nose,Landmark 4,374,244
FacialLandmarking/original_images\Taylor Swift.jpeg,nose,Landmark 5,362,255
FacialLandmarking/original_images\Taylor Swift.jpeg,nose,Landmark 6,369,258
FacialLandmarking/original_images\Taylor Swift.jpeg,nose,Landmark 7,376,259
FacialLandmarking/original_images\Taylor Swift.jpeg,nose,Landmark 8,385,257
FacialLandmarking/original_images\Taylor Swift.jpeg,nose,Landmark 9,393,255
FacialLandmarking/original_images\Taylor Swift.jpeg,eyes,Landmark 1,317,193
FacialLandmarking/original_images\Taylor Swift.jpeg,eyes,Landmark 2,328,188
FacialLandmarking/original_images\Taylor Swift.jpeg,eyes,Landmark 3,341,188
FacialLandmarking/original_images\Taylor Swift.jpeg,eyes,Landmark 4,352,197
FacialLandmarking/original_images\Taylor Swift.jpeg,eyes,Landmark 5,340,199
FacialLandmarking/original_images\Taylor Swift.jpeg,eyes,Landmark 6,327,199
FacialLandmarking/original_images\Taylor Swift.jpeg,eyes,Landmark 7,404,196
FacialLandmarking/original_images\Taylor Swift.jpeg,eyes,Landmark 8,415,187
FacialLandmarking/original_images\Taylor Swift.jpeg,eyes,Landmark 9,428,186
FacialLandmarking/original_images\Taylor Swift.jpeg,eyes,Landmark 10,441,192
FacialLandmarking/original_images\Taylor Swift.jpeg,eyes,Landmark 11,430,197
FacialLandmarking/original_images\Taylor Swift.jpeg,eyes,Landmark 12,417,198
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 1,346,287
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 2,358,280
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 3,370,275
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 4,379,278
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 5,387,275
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 6,401,279
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 7,417,284
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 8,403,300
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 9,390,307
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 10,380,308
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 11,370,307
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 12,358,301
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 13,351,287
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 14,370,282
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 15,379,283
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 16,388,282
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 17,411,285
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 18,388,293
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 19,379,295
FacialLandmarking/original_images\Taylor Swift.jpeg,lips,Landmark 20,370,294
